"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 03, 2019","0.56","0.58","0.60","0.56","9.70K","-4.33%"
"Apr 04, 2019","0.54","0.56","0.58","0.52","15.65K","-3.70%"
"Apr 05, 2019","0.56","0.54","0.58","0.54","6.88K","5.26%"
"Apr 06, 2019","0.58","0.56","0.59","0.56","7.40K","2.41%"
"Apr 07, 2019","0.57","0.58","0.58","0.56","5.04K","-1.51%"
"Apr 08, 2019","0.55","0.57","0.61","0.49","10.46K","-3.87%"
"Apr 09, 2019","0.53","0.55","0.55","0.49","5.58K","-2.56%"
"Apr 10, 2019","0.52","0.53","0.54","0.51","3.53K","-2.61%"
"Apr 11, 2019","0.49","0.52","0.52","0.47","28.31K","-5.45%"
"Apr 12, 2019","0.51","0.49","0.51","0.46","22.47K","2.93%"
"Apr 13, 2019","0.53","0.51","0.54","0.50","11.43K","5.03%"
"Apr 14, 2019","0.52","0.53","0.54","0.51","10.03K","-1.15%"
"Apr 15, 2019","0.50","0.52","0.53","0.48","21.78K","-5.45%"
"Apr 16, 2019","0.51","0.50","0.51","0.49","6.03K","2.82%"
"Apr 17, 2019","0.50","0.51","0.51","0.48","7.40K","-1.67%"
"Apr 18, 2019","0.52","0.50","0.52","0.50","0.27K","3.43%"
"Apr 19, 2019","0.52","0.52","0.52","0.52","1.33K","0.00%"
"Apr 20, 2019","0.50","0.52","0.53","0.50","0.48K","-2.42%"
"Apr 21, 2019","0.49","0.50","0.51","0.40","1.26K","-2.50%"
"Apr 22, 2019","0.49","0.49","0.60","0.49","39.64K","0.00%"
"Apr 23, 2019","0.49","0.49","0.50","0.48","7.52K","-1.36%"
"Apr 24, 2019","0.47","0.49","0.53","0.43","9.04K","-3.15%"
"Apr 25, 2019","0.45","0.47","0.49","0.45","7.46K","-4.21%"
"Apr 26, 2019","0.43","0.45","0.45","0.43","3.04K","-5.40%"
"Apr 27, 2019","0.45","0.43","0.46","0.43","4.14K","6.34%"
"Apr 28, 2019","0.45","0.45","0.46","0.44","4.17K","0.00%"
"Apr 29, 2019","0.42","0.45","0.45","0.42","1.29K","-6.14%"
"Apr 30, 2019","0.46","0.42","0.47","0.42","2.68K","10.21%"
"May 01, 2019","0.48","0.46","0.49","0.46","15.82K","2.74%"
"May 02, 2019","0.46","0.48","0.48","0.46","3.95K","-3.00%"
"May 03, 2019","0.52","0.46","0.52","0.46","3.18K","12.76%"
"May 04, 2019","0.50","0.52","0.52","0.49","6.58K","-4.02%"
"May 05, 2019","0.50","0.50","0.50","0.49","1.53K","0.00%"
"May 06, 2019","0.58","0.50","0.59","0.50","17.48K","14.48%"
"May 07, 2019","0.55","0.58","0.61","0.55","13.97K","-4.78%"
"May 08, 2019","0.59","0.55","0.62","0.53","22.96K","8.29%"
"May 09, 2019","0.68","0.59","0.75","0.59","70.85K","14.46%"
"May 10, 2019","0.69","0.68","0.76","0.65","62.76K","1.16%"
"May 11, 2019","0.69","0.69","0.76","0.65","48.50K","0.00%"
"May 12, 2019","0.65","0.69","0.70","0.63","13.86K","-4.96%"
"May 13, 2019","0.67","0.65","0.69","0.65","8.74K","2.16%"
"May 14, 2019","0.80","0.67","0.98","0.64","114.29K","19.59%"
"May 15, 2019","0.85","0.80","0.88","0.78","75.11K","6.46%"
"May 16, 2019","0.92","0.85","0.93","0.74","47.94K","8.98%"
"May 17, 2019","0.88","0.92","0.98","0.82","47.88K","-5.25%"
"May 18, 2019","0.94","0.88","0.96","0.86","18.65K","6.80%"
"May 19, 2019","1.02","0.94","1.11","0.94","62.09K","8.73%"
"May 20, 2019","1.12","1.02","1.17","0.96","28.09K","9.79%"
"May 21, 2019","1.20","1.12","1.23","1.06","57.31K","7.07%"
"May 22, 2019","1.22","1.20","1.47","1.14","133.28K","2.02%"
"May 23, 2019","1.34","1.22","1.39","1.15","86.71K","9.69%"
"May 24, 2019","1.31","1.34","1.43","1.20","101.62K","-1.88%"
"May 25, 2019","1.11","1.31","1.33","1.10","93.99K","-15.17%"
"May 26, 2019","1.08","1.11","1.18","1.04","92.20K","-2.71%"
"May 27, 2019","1.22","1.08","1.25","1.08","132.73K","12.18%"
"May 28, 2019","1.28","1.22","1.34","1.15","110.85K","5.29%"
"May 29, 2019","1.17","1.28","1.28","1.15","72.98K","-8.62%"
"May 30, 2019","1.01","1.17","1.22","0.93","97.80K","-13.65%"
"May 31, 2019","1.02","1.01","1.04","0.93","87.24K","0.88%"
"Jun 01, 2019","0.95","1.02","1.05","0.95","29.84K","-6.34%"
"Jun 02, 2019","1.02","0.95","1.05","0.94","82.84K","7.35%"
"Jun 03, 2019","0.92","1.02","1.02","0.90","37.09K","-10.61%"
"Jun 04, 2019","0.88","0.92","0.93","0.85","34.17K","-3.99%"
"Jun 05, 2019","1.10","0.88","1.10","0.88","78.06K","24.58%"
"Jun 06, 2019","1.11","1.10","1.26","1.06","161.58K","1.25%"
"Jun 07, 2019","1.18","1.11","1.25","1.07","98.03K","6.19%"
"Jun 08, 2019","1.14","1.18","1.19","1.12","33.08K","-3.13%"
"Jun 09, 2019","1.06","1.14","1.15","1.01","28.95K","-7.22%"
"Jun 10, 2019","1.21","1.06","1.21","1.04","34.07K","14.30%"
"Jun 11, 2019","1.12","1.21","1.21","1.10","34.25K","-7.47%"
"Jun 12, 2019","1.15","1.12","1.16","1.08","39.50K","2.33%"
"Jun 13, 2019","1.85","1.15","1.99","1.12","399.34K","61.72%"
"Jun 14, 2019","1.63","1.85","1.90","1.50","554.79K","-11.93%"
"Jun 15, 2019","1.71","1.63","1.81","1.60","215.58K","4.76%"
"Jun 16, 2019","1.66","1.71","1.80","1.60","11.11M","-2.68%"
"Jun 17, 2019","1.96","1.66","2.07","1.66","22.43M","17.65%"
"Jun 18, 2019","1.82","1.96","2.02","1.76","17.29M","-7.18%"
"Jun 19, 2019","1.84","1.82","1.90","1.80","6.68M","1.11%"
"Jun 20, 2019","1.77","1.84","1.89","1.69","7.24M","-3.77%"
"Jun 21, 2019","1.69","1.77","1.79","1.62","8.95M","-4.52%"
"Jun 22, 2019","1.84","1.69","1.94","1.68","11.12M","9.24%"
"Jun 23, 2019","1.81","1.84","1.91","1.77","6.46M","-1.70%"
"Jun 24, 2019","1.87","1.81","1.88","1.79","3.33M","3.10%"
"Jun 25, 2019","2.19","1.87","2.43","1.86","27.58M","17.33%"
"Jun 26, 2019","2.28","2.19","2.44","2.03","20.96M","3.91%"
"Jun 27, 2019","2.29","2.28","2.55","2.12","17.62M","0.77%"
"Jun 28, 2019","3.03","2.29","3.10","2.21","19.15M","32.27%"
"Jun 29, 2019","3.72","3.03","4.57","2.95","68.09M","22.42%"
"Jun 30, 2019","3.39","3.71","4.23","3.25","31.12M","-8.81%"
"Jul 01, 2019","3.64","3.39","3.85","2.95","30.44M","7.45%"
"Jul 02, 2019","3.74","3.64","3.98","3.20","32.72M","2.73%"
"Jul 03, 2019","3.49","3.74","3.88","3.49","14.14M","-6.65%"
"Jul 04, 2019","3.46","3.49","3.60","3.22","13.26M","-0.88%"
"Jul 05, 2019","3.64","3.46","3.75","3.46","14.06M","5.22%"
"Jul 06, 2019","3.47","3.64","3.65","3.45","6.73M","-4.76%"
"Jul 07, 2019","3.28","3.47","3.51","3.25","7.18M","-5.51%"
"Jul 08, 2019","3.34","3.28","3.56","3.25","6.95M","1.85%"
"Jul 09, 2019","3.07","3.34","3.37","2.96","12.34M","-8.13%"
"Jul 10, 2019","3.12","3.07","3.26","2.86","12.42M","1.63%"
"Jul 11, 2019","2.78","3.11","3.15","2.71","9.10M","-10.63%"
"Jul 12, 2019","3.17","2.78","3.32","2.60","13.95M","13.80%"
"Jul 13, 2019","3.17","3.17","3.29","3.05","11.58M","0.00%"
"Jul 14, 2019","2.79","3.17","3.24","2.76","10.09M","-12.00%"
"Jul 15, 2019","2.69","2.79","2.85","2.59","8.91M","-3.60%"
"Jul 16, 2019","2.19","2.69","2.77","2.16","9.87M","-18.84%"
"Jul 17, 2019","2.39","2.19","2.59","2.06","15.95M","9.45%"
"Jul 18, 2019","2.67","2.40","2.79","2.35","15.91M","11.56%"
"Jul 19, 2019","2.60","2.67","2.75","2.50","6.57M","-2.69%"
"Jul 20, 2019","2.64","2.60","2.73","2.58","5.55M","1.55%"
"Jul 21, 2019","2.53","2.64","2.66","2.46","4.01M","-3.87%"
"Jul 22, 2019","2.41","2.53","2.59","2.38","4.16M","-5.00%"
"Jul 23, 2019","2.35","2.41","2.52","2.25","6.40M","-2.34%"
"Jul 24, 2019","2.40","2.35","2.51","2.28","5.96M","2.25%"
"Jul 25, 2019","2.37","2.40","2.51","2.36","4.47M","-1.31%"
"Jul 26, 2019","2.40","2.37","2.42","2.32","2.33M","1.07%"
"Jul 27, 2019","2.25","2.40","2.46","2.22","4.86M","-6.38%"
"Jul 28, 2019","2.22","2.25","2.27","2.11","2.21M","-1.33%"
"Jul 29, 2019","2.13","2.22","2.25","2.11","2.67M","-3.72%"
"Jul 30, 2019","2.06","2.13","2.18","1.98","5.53M","-3.26%"
"Jul 31, 2019","2.21","2.07","2.24","2.06","5.22M","6.86%"
"Aug 01, 2019","2.16","2.21","2.23","2.11","3.24M","-1.98%"
"Aug 02, 2019","2.43","2.16","2.49","2.14","7.48M","12.24%"
"Aug 03, 2019","2.41","2.43","2.73","2.36","13.90M","-0.50%"
"Aug 04, 2019","2.51","2.41","2.60","2.38","7.33M","3.79%"
"Aug 05, 2019","2.46","2.51","2.64","2.46","6.31M","-1.85%"
"Aug 06, 2019","2.47","2.46","2.51","2.31","7.02M","0.28%"
"Aug 07, 2019","2.38","2.47","2.50","2.36","3.92M","-3.38%"
"Aug 08, 2019","2.28","2.38","2.40","2.27","3.37M","-4.34%"
"Aug 09, 2019","2.17","2.28","2.29","2.15","2.76M","-4.94%"
"Aug 10, 2019","2.33","2.17","2.40","2.13","6.06M","7.74%"
"Aug 11, 2019","2.42","2.33","2.49","2.29","4.18M","3.46%"
"Aug 12, 2019","2.39","2.42","2.48","2.34","2.96M","-1.17%"
"Aug 13, 2019","2.42","2.39","2.47","2.31","3.71M","1.23%"
"Aug 14, 2019","2.28","2.42","2.60","2.17","8.25M","-5.72%"
"Aug 15, 2019","2.42","2.28","2.45","2.26","3.55M","6.17%"
"Aug 16, 2019","2.30","2.42","2.46","2.23","4.19M","-4.71%"
"Aug 17, 2019","2.40","2.30","2.42","2.28","2.42M","4.18%"
"Aug 18, 2019","2.50","2.40","2.56","2.37","4.31M","4.13%"
"Aug 19, 2019","2.49","2.50","2.60","2.45","4.88M","-0.30%"
"Aug 20, 2019","2.36","2.49","2.54","2.34","4.08M","-5.27%"
"Aug 21, 2019","2.21","2.36","2.37","2.16","5.72M","-6.61%"
"Aug 22, 2019","2.22","2.21","2.29","2.14","3.39M","0.85%"
"Aug 23, 2019","2.24","2.22","2.31","2.17","5.16M","0.62%"
"Aug 24, 2019","2.17","2.24","2.25","2.16","2.01M","-2.83%"
"Aug 25, 2019","2.08","2.17","2.18","2.03","3.14M","-4.51%"
"Aug 26, 2019","2.07","2.08","2.15","2.05","2.63M","0.00%"
"Aug 27, 2019","2.11","2.07","2.18","2.01","3.44M","1.92%"
"Aug 28, 2019","1.89","2.11","2.11","1.88","3.60M","-10.48%"
"Aug 29, 2019","1.78","1.89","1.89","1.73","4.64M","-5.92%"
"Aug 30, 2019","1.80","1.78","1.89","1.74","2.99M","1.25%"
"Aug 31, 2019","1.78","1.80","1.85","1.74","2.15M","-1.33%"
"Sep 01, 2019","1.77","1.78","1.80","1.72","1.54M","-0.65%"
"Sep 02, 2019","1.83","1.77","1.89","1.73","3.43M","3.25%"
"Sep 03, 2019","1.85","1.83","1.94","1.82","3.65M","1.54%"
"Sep 04, 2019","1.78","1.85","1.86","1.74","3.86M","-4.12%"
"Sep 05, 2019","1.79","1.78","1.86","1.77","3.09M","1.02%"
"Sep 06, 2019","1.72","1.79","1.83","1.69","3.50M","-4.16%"
"Sep 07, 2019","1.77","1.72","1.80","1.71","2.62M","2.66%"
"Sep 08, 2019","1.83","1.77","1.90","1.76","3.93M","3.43%"
"Sep 09, 2019","1.79","1.83","1.87","1.76","3.91M","-1.80%"
"Sep 10, 2019","1.80","1.79","1.83","1.77","3.02M","0.00%"
"Sep 11, 2019","1.73","1.80","1.83","1.71","2.48M","-4.05%"
"Sep 12, 2019","1.71","1.73","1.74","1.69","2.44M","-1.08%"
"Sep 13, 2019","1.58","1.71","1.71","1.51","7.41M","-7.67%"
"Sep 14, 2019","1.56","1.58","1.64","1.53","6.40M","-0.71%"
"Sep 15, 2019","1.61","1.56","1.64","1.56","4.58M","3.23%"
"Sep 16, 2019","1.58","1.61","1.63","1.55","4.14M","-2.39%"
"Sep 17, 2019","1.63","1.58","1.67","1.55","5.99M","3.66%"
"Sep 18, 2019","1.80","1.63","1.84","1.62","9.95M","10.47%"
"Sep 19, 2019","1.87","1.80","1.90","1.73","10.91M","3.47%"
"Sep 20, 2019","1.82","1.87","1.87","1.76","4.06M","-2.32%"
"Sep 21, 2019","1.89","1.82","1.89","1.79","3.34M","3.35%"
"Sep 22, 2019","1.82","1.89","1.89","1.77","2.81M","-3.65%"
"Sep 23, 2019","1.80","1.82","1.88","1.78","3.38M","-0.66%"
"Sep 24, 2019","1.71","1.80","2.06","1.48","20.00M","-5.01%"
"Sep 25, 2019","1.75","1.71","1.93","1.63","10.76M","2.30%"
"Sep 26, 2019","1.65","1.75","1.76","1.53","9.18M","-5.63%"
"Sep 27, 2019","1.66","1.65","1.68","1.56","5.07M","0.00%"
"Sep 28, 2019","1.68","1.66","1.70","1.63","3.05M","1.16%"
"Sep 29, 2019","1.70","1.68","1.75","1.64","4.25M","1.52%"
"Sep 30, 2019","1.77","1.70","1.77","1.64","4.47M","3.86%"
"Oct 01, 2019","1.83","1.77","1.88","1.75","5.09M","3.31%"
"Oct 02, 2019","2.01","1.83","2.02","1.81","6.70M","10.15%"
"Oct 03, 2019","1.94","2.01","2.03","1.89","8.29M","-3.30%"
"Oct 04, 2019","1.97","1.94","1.99","1.89","4.08M","1.49%"
"Oct 05, 2019","1.96","1.97","1.98","1.91","2.60M","-0.42%"
"Oct 06, 2019","2.17","1.96","2.26","1.95","11.48M","10.22%"
"Oct 07, 2019","2.40","2.17","2.49","2.10","15.24M","10.63%"
"Oct 08, 2019","2.58","2.40","2.63","2.27","18.52M","7.66%"
"Oct 09, 2019","2.80","2.58","2.94","2.51","25.07M","8.74%"
"Oct 10, 2019","2.63","2.80","2.80","2.48","17.87M","-6.38%"
"Oct 11, 2019","2.75","2.63","2.79","2.57","13.42M","4.62%"
"Oct 12, 2019","2.59","2.75","2.75","2.56","7.22M","-5.72%"
"Oct 13, 2019","2.49","2.60","2.64","2.45","6.64M","-3.97%"
"Oct 14, 2019","2.53","2.49","2.67","2.45","7.02M","1.56%"
"Oct 15, 2019","2.39","2.53","2.59","2.34","7.40M","-5.56%"
"Oct 16, 2019","2.38","2.39","2.41","2.18","13.77M","-0.41%"
"Oct 17, 2019","2.41","2.37","2.48","2.27","11.91M","1.61%"
"Oct 18, 2019","2.35","2.41","2.50","2.32","8.45M","-2.51%"
"Oct 19, 2019","2.35","2.35","2.39","2.29","5.38M","0.00%"
"Oct 20, 2019","2.44","2.35","2.45","2.29","5.13M","3.49%"
"Oct 21, 2019","2.62","2.44","2.67","2.44","13.37M","7.66%"
"Oct 22, 2019","2.61","2.62","2.82","2.57","13.04M","-0.67%"
"Oct 23, 2019","2.61","2.61","2.68","2.39","16.21M","0.00%"
"Oct 24, 2019","2.72","2.61","2.77","2.61","11.70M","4.38%"
"Oct 25, 2019","2.84","2.72","2.99","2.62","16.33M","4.10%"
"Oct 26, 2019","2.74","2.84","2.99","2.66","15.72M","-3.29%"
"Oct 27, 2019","2.67","2.74","2.76","2.65","7.20M","-2.82%"
"Oct 28, 2019","2.66","2.67","2.88","2.66","9.37M","0.00%"
"Oct 29, 2019","2.66","2.66","2.77","2.64","4.34M","0.00%"
"Oct 30, 2019","2.61","2.66","2.68","2.52","4.65M","-2.09%"
"Oct 31, 2019","2.72","2.61","2.76","2.54","4.63M","4.32%"
"Nov 01, 2019","2.71","2.72","2.79","2.65","4.37M","-0.49%"
"Nov 02, 2019","2.70","2.71","2.74","2.68","2.33M","0.00%"
"Nov 03, 2019","2.66","2.70","2.71","2.62","1.89M","-1.65%"
"Nov 04, 2019","2.68","2.66","2.73","2.63","2.61M","0.90%"
"Nov 05, 2019","2.67","2.68","2.69","2.64","2.37M","-0.31%"
"Nov 06, 2019","2.74","2.67","2.82","2.65","3.65M","2.63%"
"Nov 07, 2019","2.68","2.74","2.75","2.62","4.06M","-2.19%"
"Nov 08, 2019","2.71","2.68","2.73","2.63","3.86M","1.14%"
"Nov 09, 2019","2.80","2.71","2.85","2.70","5.78M","2.96%"
"Nov 10, 2019","2.78","2.80","2.84","2.74","3.36M","-0.69%"
"Nov 11, 2019","2.75","2.78","2.78","2.67","2.63M","-1.08%"
"Nov 12, 2019","2.82","2.74","2.87","2.73","3.86M","2.51%"
"Nov 13, 2019","3.02","2.82","3.09","2.79","8.22M","7.11%"
"Nov 14, 2019","3.04","3.02","3.16","2.97","8.42M","0.93%"
"Nov 15, 2019","3.04","3.04","3.07","2.81","7.47M","-0.21%"
"Nov 16, 2019","2.99","3.04","3.04","2.91","2.81M","-1.38%"
"Nov 17, 2019","2.91","2.99","2.99","2.87","2.04M","-3.00%"
"Nov 18, 2019","2.79","2.91","2.96","2.70","4.27M","-3.93%"
"Nov 19, 2019","2.72","2.79","2.80","2.58","5.41M","-2.43%"
"Nov 20, 2019","2.70","2.72","2.79","2.63","4.14M","-0.98%"
"Nov 21, 2019","2.54","2.70","2.71","2.48","5.38M","-5.64%"
"Nov 22, 2019","2.35","2.54","2.59","2.14","13.01M","-7.80%"
"Nov 23, 2019","2.42","2.35","2.46","2.26","5.49M","3.15%"
"Nov 24, 2019","2.22","2.42","2.45","2.20","5.16M","-8.22%"
"Nov 25, 2019","2.26","2.22","2.40","2.03","9.51M","1.66%"
"Nov 26, 2019","2.24","2.26","2.35","2.15","8.67M","-0.57%"
"Nov 27, 2019","2.22","2.24","2.28","2.10","8.77M","-0.91%"
"Nov 28, 2019","2.27","2.22","2.32","2.17","5.46M","2.02%"
"Nov 29, 2019","2.34","2.27","2.37","2.26","5.20M","2.90%"
"Nov 30, 2019","2.24","2.34","2.34","2.20","3.40M","-4.28%"
"Dec 01, 2019","2.16","2.24","2.24","2.13","4.08M","-3.38%"
"Dec 02, 2019","2.09","2.16","2.17","2.05","4.00M","-3.14%"
"Dec 03, 2019","2.12","2.09","2.19","2.06","4.51M","1.50%"
"Dec 04, 2019","2.03","2.12","2.15","2.00","7.20M","-4.28%"
"Dec 05, 2019","2.01","2.03","2.07","1.96","5.91M","-0.90%"
"Dec 06, 2019","2.09","2.01","2.10","1.97","4.09M","3.96%"
"Dec 07, 2019","2.04","2.09","2.11","2.03","2.69M","-2.56%"
"Dec 08, 2019","2.05","2.04","2.08","2.00","2.27M","0.57%"
"Dec 09, 2019","2.09","2.05","2.10","2.02","3.19M","2.06%"
"Dec 10, 2019","2.27","2.09","2.28","2.06","12.66M","8.27%"
"Dec 11, 2019","2.18","2.27","2.30","2.15","5.64M","-3.99%"
"Dec 12, 2019","2.11","2.18","2.19","2.03","5.55M","-3.29%"
"Dec 13, 2019","2.07","2.11","2.12","2.06","2.25M","-1.45%"
"Dec 14, 2019","1.99","2.07","2.09","1.97","2.29M","-3.86%"
"Dec 15, 2019","2.07","1.99","2.12","1.96","3.17M","3.87%"
"Dec 16, 2019","1.97","2.07","2.08","1.97","2.96M","-4.68%"
"Dec 17, 2019","1.76","1.97","2.00","1.72","8.36M","-11.09%"
"Dec 18, 2019","1.87","1.76","1.89","1.62","9.62M","6.79%"
"Dec 19, 2019","1.81","1.87","1.89","1.75","5.55M","-3.73%"
"Dec 20, 2019","1.92","1.81","1.92","1.79","3.61M","6.10%"
"Dec 21, 2019","1.86","1.92","1.92","1.86","2.50M","-2.74%"
"Dec 22, 2019","1.92","1.86","1.94","1.85","3.14M","2.82%"
"Dec 23, 2019","1.86","1.92","1.95","1.85","3.17M","-2.71%"
"Dec 24, 2019","1.84","1.86","1.88","1.82","2.59M","-1.05%"
"Dec 25, 2019","1.78","1.84","1.85","1.76","1.69M","-3.27%"
"Dec 26, 2019","1.85","1.78","1.96","1.77","2.89M","3.97%"
"Dec 27, 2019","1.88","1.85","1.93","1.85","2.63M","1.18%"
"Dec 28, 2019","1.87","1.88","1.90","1.86","1.47M","0.00%"
"Dec 29, 2019","1.90","1.87","1.92","1.85","1.59M","1.24%"
"Dec 30, 2019","1.82","1.90","1.90","1.81","1.27M","-3.82%"
"Dec 31, 2019","1.77","1.82","1.83","1.76","1.78M","-3.21%"
"Jan 01, 2020","1.81","1.77","1.85","1.76","1.24M","2.20%"
"Jan 02, 2020","1.74","1.81","1.82","1.71","1.53M","-3.65%"
"Jan 03, 2020","1.80","1.74","1.83","1.70","1.98M","3.65%"
"Jan 04, 2020","1.82","1.80","1.84","1.78","1.40M","1.20%"
"Jan 05, 2020","1.80","1.82","1.84","1.79","1.73M","-1.58%"
"Jan 06, 2020","1.94","1.80","1.94","1.79","3.97M","7.81%"
"Jan 07, 2020","2.11","1.94","2.14","1.90","8.86M","8.96%"
"Jan 08, 2020","2.19","2.10","2.35","2.10","14.64M","3.79%"
"Jan 09, 2020","2.19","2.19","2.23","2.10","6.23M","0.00%"
"Jan 10, 2020","2.23","2.19","2.25","2.15","5.05M","1.79%"
"Jan 11, 2020","2.28","2.23","2.35","2.22","5.67M","2.44%"
"Jan 12, 2020","2.24","2.28","2.32","2.21","3.20M","-1.87%"
"Jan 13, 2020","2.19","2.24","2.24","2.16","2.38M","-1.98%"
"Jan 14, 2020","2.38","2.19","2.47","2.18","8.73M","8.68%"
"Jan 15, 2020","2.40","2.38","2.56","2.34","8.02M","0.82%"
"Jan 16, 2020","2.49","2.40","2.51","2.29","5.77M","3.75%"
"Jan 17, 2020","2.70","2.49","2.86","2.46","14.47M","8.48%"
"Jan 18, 2020","2.77","2.70","2.79","2.58","5.57M","2.25%"
"Jan 19, 2020","2.62","2.77","2.85","2.54","7.71M","-5.22%"
"Jan 20, 2020","2.69","2.62","2.74","2.55","4.73M","2.71%"
"Jan 21, 2020","2.67","2.69","2.74","2.57","3.65M","-0.67%"
"Jan 22, 2020","2.65","2.67","2.69","2.62","1.93M","-1.05%"
"Jan 23, 2020","2.47","2.65","2.65","2.43","5.33M","-6.73%"
"Jan 24, 2020","2.50","2.47","2.53","2.37","4.51M","1.14%"
"Jan 25, 2020","2.44","2.50","2.51","2.42","1.97M","-2.10%"
"Jan 26, 2020","2.57","2.44","2.58","2.43","2.08M","5.32%"
"Jan 27, 2020","2.61","2.57","2.68","2.57","3.81M","1.24%"
"Jan 28, 2020","2.65","2.61","2.67","2.59","3.34M","1.81%"
"Jan 29, 2020","2.78","2.65","2.83","2.64","5.88M","4.78%"
"Jan 30, 2020","2.91","2.78","2.94","2.72","6.66M","4.83%"
"Jan 31, 2020","2.83","2.91","2.92","2.77","4.37M","-3.03%"
"Feb 01, 2020","2.84","2.83","2.88","2.75","3.05M","0.36%"
"Feb 02, 2020","2.82","2.84","2.89","2.74","3.88M","-0.44%"
"Feb 03, 2020","2.78","2.82","2.87","2.75","3.64M","-1.71%"
"Feb 04, 2020","2.74","2.78","2.80","2.74","4.97M","-1.09%"
"Feb 05, 2020","2.84","2.74","2.88","2.73","4.83M","3.48%"
"Feb 06, 2020","2.89","2.84","2.94","2.80","5.13M","1.81%"
"Feb 07, 2020","3.30","2.89","3.37","2.89","18.31M","14.25%"
"Feb 08, 2020","3.42","3.30","3.48","3.13","12.71M","3.56%"
"Feb 09, 2020","3.49","3.42","3.50","3.24","7.59M","2.14%"
"Feb 10, 2020","3.39","3.49","3.49","3.29","8.39M","-3.12%"
"Feb 11, 2020","3.99","3.39","4.00","3.35","14.13M","17.80%"
"Feb 12, 2020","4.00","3.99","4.20","3.85","16.60M","0.27%"
"Feb 13, 2020","3.88","4.00","4.11","3.72","10.35M","-2.94%"
"Feb 14, 2020","4.43","3.88","4.49","3.80","12.52M","14.00%"
"Feb 15, 2020","4.30","4.43","4.62","4.07","19.21M","-2.74%"
"Feb 16, 2020","4.46","4.30","4.86","4.05","27.32M","3.57%"
"Feb 17, 2020","4.31","4.46","4.55","3.85","23.11M","-3.39%"
"Feb 18, 2020","4.54","4.31","4.64","4.14","14.37M","5.49%"
"Feb 19, 2020","4.39","4.54","4.83","4.23","12.63M","-3.31%"
"Feb 20, 2020","4.27","4.39","4.48","4.08","13.95M","-2.87%"
"Feb 21, 2020","4.27","4.27","4.50","4.19","9.27M","0.13%"
"Feb 22, 2020","4.11","4.27","4.35","4.06","7.88M","-3.91%"
"Feb 23, 2020","4.25","4.11","4.37","4.07","6.70M","3.59%"
"Feb 24, 2020","3.92","4.25","4.29","3.80","10.06M","-7.72%"
"Feb 25, 2020","3.49","3.92","3.95","3.49","14.27M","-11.03%"
"Feb 26, 2020","3.56","3.49","3.85","3.31","25.74M","2.08%"
"Feb 27, 2020","3.94","3.56","4.13","3.42","22.36M","10.60%"
"Feb 28, 2020","4.16","3.96","4.23","3.75","22.50M","5.64%"
"Feb 29, 2020","4.06","4.16","4.35","4.06","15.53M","-2.45%"
"Mar 01, 2020","3.86","4.06","4.23","3.77","17.70M","-4.86%"
"Mar 02, 2020","4.24","3.86","4.34","3.82","15.23M","9.67%"
"Mar 03, 2020","4.58","4.24","4.67","4.14","19.95M","8.07%"
"Mar 04, 2020","4.64","4.58","4.97","4.54","22.92M","1.34%"
"Mar 05, 2020","4.71","4.64","4.90","4.63","14.82M","1.56%"
"Mar 06, 2020","4.68","4.71","4.74","4.55","9.58M","-0.68%"
"Mar 07, 2020","4.35","4.68","4.69","4.32","9.86M","-7.20%"
"Mar 08, 2020","4.05","4.35","4.45","3.86","21.92M","-6.84%"
"Mar 09, 2020","4.13","4.05","4.37","3.62","34.92M","1.93%"
"Mar 10, 2020","4.08","4.13","4.21","3.92","21.60M","-1.09%"
"Mar 11, 2020","3.82","4.08","4.11","3.55","22.18M","-6.41%"
"Mar 12, 2020","2.02","3.82","3.85","1.15","83.47M","-47.20%"
"Mar 13, 2020","2.43","2.01","2.74","1.37","87.11M","20.27%"
"Mar 14, 2020","2.14","2.43","2.51","2.07","25.33M","-11.97%"
"Mar 15, 2020","2.09","2.14","2.39","2.02","28.09M","-2.05%"
"Mar 16, 2020","1.78","2.09","2.09","1.56","56.53M","-14.68%"
"Mar 17, 2020","1.87","1.78","2.06","1.74","38.75M","4.71%"
"Mar 18, 2020","1.95","1.87","1.95","1.77","26.88M","4.17%"
"Mar 19, 2020","2.25","1.95","2.37","1.89","40.05M","15.36%"
"Mar 20, 2020","2.26","2.24","2.61","2.05","47.27M","0.76%"
"Mar 21, 2020","2.27","2.26","2.37","2.11","22.52M","0.00%"
"Mar 22, 2020","1.99","2.28","2.33","1.94","25.01M","-12.12%"
"Mar 23, 2020","2.25","1.99","2.29","1.94","27.36M","13.12%"
"Mar 24, 2020","2.31","2.25","2.36","2.20","21.71M","2.43%"
"Mar 25, 2020","2.26","2.31","2.34","2.19","13.69M","-2.16%"
"Mar 26, 2020","2.31","2.26","2.31","2.21","7.98M","2.25%"
"Mar 27, 2020","2.14","2.31","2.35","2.12","9.74M","-7.36%"
"Mar 28, 2020","2.14","2.14","2.15","2.05","12.77M","0.00%"
"Mar 29, 2020","2.01","2.14","2.15","2.01","7.79M","-5.82%"
"Mar 30, 2020","2.13","2.01","2.20","2.00","9.74M","6.15%"
"Mar 31, 2020","2.26","2.13","2.30","2.11","9.73M","5.91%"
